zipEntry,className,srg,mcp,param,type,genericSuffix,comment
net/minecraft/command/CommandHelp.java,net.minecraft.command.CommandHelp,func_71535_c:102,getCommands:102,@return,java.util.Map,"<String, net.minecraft.command.ICommand>",
net/minecraft/command/CommandHelp.java,net.minecraft.command.CommandHelp,func_71534_d:95,getSortedPossibleCommands:95,@return,java.util.List,<net.minecraft.command.ICommand>,
net/minecraft/command/CommandServerKick.java,net.minecraft.command.CommandServerKick,func_71516_a:70,addTabCompletionOptions:70,@return,java.util.List,<String>,
net/minecraft/command/CommandSetSpawnpoint.java,net.minecraft.command.CommandSetSpawnpoint,func_71516_a:64,addTabCompletionOptions:64,@return,java.util.List,<String>,
net/minecraft/command/CommandTime.java,net.minecraft.command.CommandTime,func_71516_a:70,addTabCompletionOptions:70,@return,java.util.List,<String>,
net/minecraft/command/CommandWeather.java,net.minecraft.command.CommandWeather,func_71516_a:83,addTabCompletionOptions:83,@return,java.util.List,<String>,
net/minecraft/command/CommandXP.java,net.minecraft.command.CommandXP,func_71516_a:93,addTabCompletionOptions:93,@return,java.util.List,<String>,
net/minecraft/command/ICommand.java,net.minecraft.command.ICommand,func_71516_a:23,addTabCompletionOptions:23,@return,java.util.List,<String>,
net/minecraft/command/ICommand.java,net.minecraft.command.ICommand,func_71514_a:11,getCommandAliases:11,@return,java.util.List,<String>,
net/minecraft/command/ICommandManager.java,net.minecraft.command.ICommandManager,func_71555_a:23,getCommands:23,@return,java.util.Map,"<String, net.minecraft.command.ICommand>",
net/minecraft/command/ICommandManager.java,net.minecraft.command.ICommandManager,func_71558_b:13,getPossibleCommands:13,@return,java.util.List,<String>,
net/minecraft/command/ICommandManager.java,net.minecraft.command.ICommandManager,func_71557_a:18,getPossibleCommands:18,@return,java.util.List,<net.minecraft.command.ICommand>,
net/minecraft/command/PlayerSelector.java,net.minecraft.command.PlayerSelector,func_96560_a:170,func_96560_a?:170,0,java.util.Map,"<String, String>",
net/minecraft/command/PlayerSelector.java,net.minecraft.command.PlayerSelector,func_96560_a:170,func_96560_a?:170,@return,java.util.Map,"<String, Integer>",
net/minecraft/command/server/CommandAchievement.java,net.minecraft.command.server.CommandAchievement,func_71516_a:111,addTabCompletionOptions:111,@return,java.util.List,<String>,
net/minecraft/command/server/CommandBanIp.java,net.minecraft.command.server.CommandBanIp,func_71516_a:85,addTabCompletionOptions:85,@return,java.util.List,<String>,
net/minecraft/command/server/CommandBanPlayer.java,net.minecraft.command.server.CommandBanPlayer,func_71516_a:85,addTabCompletionOptions:85,@return,java.util.List,<String>,
net/minecraft/command/server/CommandBroadcast.java,net.minecraft.command.server.CommandBroadcast,func_71516_a:49,addTabCompletionOptions:49,@return,java.util.List,<String>,
net/minecraft/command/server/CommandDeOp.java,net.minecraft.command.server.CommandDeOp,func_71516_a:59,addTabCompletionOptions:59,@return,java.util.List,<String>,
net/minecraft/command/server/CommandEmote.java,net.minecraft.command.server.CommandEmote,func_71516_a:49,addTabCompletionOptions:49,@return,java.util.List,<String>,
net/minecraft/command/server/CommandListBans.java,net.minecraft.command.server.CommandListBans,func_71516_a:57,addTabCompletionOptions:57,@return,java.util.List,<String>,
net/minecraft/command/server/CommandMessage.java,net.minecraft.command.server.CommandMessage,func_71516_a:77,addTabCompletionOptions:77,@return,java.util.List,<String>,
net/minecraft/command/server/CommandMessage.java,net.minecraft.command.server.CommandMessage,func_71514_a:20,getCommandAliases:20,@return,java.util.List,<String>,
net/minecraft/command/server/CommandMessageRaw.java,net.minecraft.command.server.CommandMessageRaw,func_71516_a:63,addTabCompletionOptions:63,@return,java.util.List,<String>,
net/minecraft/command/server/CommandOp.java,net.minecraft.command.server.CommandOp,func_71516_a:60,addTabCompletionOptions:60,@return,java.util.List,<String>,
net/minecraft/command/server/CommandPardonIp.java,net.minecraft.command.server.CommandPardonIp,func_71516_a:66,addTabCompletionOptions:66,@return,java.util.List,<String>,
net/minecraft/command/server/CommandPardonPlayer.java,net.minecraft.command.server.CommandPardonPlayer,func_71516_a:67,addTabCompletionOptions:67,@return,java.util.List,<String>,
net/minecraft/command/server/CommandScoreboard.java,net.minecraft.command.server.CommandScoreboard,func_71516_a:772,addTabCompletionOptions:772,@return,java.util.List,<String>,
net/minecraft/command/server/CommandScoreboard.java,net.minecraft.command.server.CommandScoreboard,func_147184_a:907,func_147184_a?:907,@return,java.util.List,<String>,
net/minecraft/command/server/CommandSetBlock.java,net.minecraft.command.server.CommandSetBlock,func_71516_a:134,addTabCompletionOptions:134,@return,java.util.List,<String>,
net/minecraft/command/server/CommandSummon.java,net.minecraft.command.server.CommandSummon,func_71516_a:137,addTabCompletionOptions:137,@return,java.util.List,<String>,
net/minecraft/command/server/CommandTeleport.java,net.minecraft.command.server.CommandTeleport,func_71516_a:96,addTabCompletionOptions:96,@return,java.util.List,<String>,
net/minecraft/command/server/CommandTestForBlock.java,net.minecraft.command.server.CommandTestForBlock,func_71516_a:196,addTabCompletionOptions:196,@return,java.util.List,<String>,
net/minecraft/command/server/CommandWhitelist.java,net.minecraft.command.server.CommandWhitelist,func_71516_a:117,addTabCompletionOptions:117,@return,java.util.List,<String>,
net/minecraft/crash/CrashReportCategory.java,net.minecraft.crash.CrashReportCategory,func_71500_a:104,addCrashSectionCallable:104,1,java.util.concurrent.Callable,<? extends Object>,
net/minecraft/creativetab/CreativeTabs.java,net.minecraft.creativetab.CreativeTabs,func_92116_a:341,addEnchantmentBooksToList:341,0,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/creativetab/CreativeTabs.java,net.minecraft.creativetab.CreativeTabs,func_78018_a:309,displayAllReleventItems:309,0,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/enchantment/EnchantmentHelper.java,net.minecraft.enchantment.EnchantmentHelper,func_77513_b:405,buildEnchantmentList:405,@return,java.util.List,<net.minecraft.enchantment.EnchantmentData>,
net/minecraft/enchantment/EnchantmentHelper.java,net.minecraft.enchantment.EnchantmentHelper,func_82781_a:72,getEnchantments:72,@return,java.util.Map,"<Integer, Integer>",
net/minecraft/enchantment/EnchantmentHelper.java,net.minecraft.enchantment.EnchantmentHelper,func_77505_b:491,mapEnchantmentData:491,@return,java.util.Map,"<Integer, net.minecraft.enchantment.EnchantmentData>",
net/minecraft/enchantment/EnchantmentHelper.java,net.minecraft.enchantment.EnchantmentHelper,func_82782_a:93,setEnchantments:93,0,java.util.Map,"<Integer, Integer>",
net/minecraft/entity/ai/attributes/BaseAttributeMap.java,net.minecraft.entity.ai.attributes.BaseAttributeMap,func_111147_b:55,applyAttributeModifiers:55,0,com.google.common.collect.Multimap,"<String, net.minecraft.entity.ai.attributes.AttributeModifier>",
net/minecraft/entity/ai/attributes/BaseAttributeMap.java,net.minecraft.entity.ai.attributes.BaseAttributeMap,field_111154_a,attributes,@field,java.util.Map,"<net.minecraft.entity.ai.attributes.IAttribute, net.minecraft.entity.ai.attributes.IAttributeInstance>",
net/minecraft/entity/ai/attributes/BaseAttributeMap.java,net.minecraft.entity.ai.attributes.BaseAttributeMap,field_111153_b,attributesByName,@field,java.util.Map,"<String, net.minecraft.entity.ai.attributes.IAttributeInstance>",
net/minecraft/entity/ai/attributes/BaseAttributeMap.java,net.minecraft.entity.ai.attributes.BaseAttributeMap,func_111146_a:32,getAllAttributes:32,@return,java.util.Collection,<net.minecraft.entity.ai.attributes.IAttributeInstance>,
net/minecraft/entity/ai/attributes/BaseAttributeMap.java,net.minecraft.entity.ai.attributes.BaseAttributeMap,func_111148_a:39,removeAttributeModifiers:39,0,com.google.common.collect.Multimap,"<String, net.minecraft.entity.ai.attributes.AttributeModifier>",
net/minecraft/entity/ai/attributes/IAttributeInstance.java,net.minecraft.entity.ai.attributes.IAttributeInstance,func_111122_c:19,func_111122_c?:19,@return,java.util.Collection,<net.minecraft.entity.ai.attributes.AttributeModifier>,
net/minecraft/entity/ai/attributes/ModifiableAttributeInstance.java,net.minecraft.entity.ai.attributes.ModifiableAttributeInstance,func_111122_c:67,func_111122_c?:67,@return,java.util.Collection,<net.minecraft.entity.ai.attributes.AttributeModifier>,
net/minecraft/entity/ai/attributes/ModifiableAttributeInstance.java,net.minecraft.entity.ai.attributes.ModifiableAttributeInstance,func_111130_a:62,getModifiersByOperation:62,@return,java.util.Collection,<net.minecraft.entity.ai.attributes.AttributeModifier>,
net/minecraft/entity/ai/attributes/ServersideAttributeMap.java,net.minecraft.entity.ai.attributes.ServersideAttributeMap,field_111163_c,descriptionToAttributeInstanceMap,@field,java.util.Map,"<String, net.minecraft.entity.ai.attributes.IAttributeInstance>",
net/minecraft/entity/ai/attributes/ServersideAttributeMap.java,net.minecraft.entity.ai.attributes.ServersideAttributeMap,func_111161_b:66,getAttributeInstanceSet:66,@return,java.util.Set,<net.minecraft.entity.ai.attributes.ModifiableAttributeInstance>,
net/minecraft/entity/ai/attributes/ServersideAttributeMap.java,net.minecraft.entity.ai.attributes.ServersideAttributeMap,func_111160_c:71,getWatchedAttributes:71,@return,java.util.Collection,<net.minecraft.entity.ai.attributes.IAttributeInstance>,
net/minecraft/entity/ai/EntityAIAttackOnCollide.java,net.minecraft.entity.ai.EntityAIAttackOnCollide,"@init:EntityAIAttackOnCollide:EntityCreature,Class,double,boolean","@init:EntityAIAttackOnCollide:EntityCreature,Class,double,boolean",1,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/ai/EntityAIAttackOnCollide.java,net.minecraft.entity.ai.EntityAIAttackOnCollide,field_75444_h,classTarget,@field,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/ai/EntityAIAvoidEntity.java,net.minecraft.entity.ai.EntityAIAvoidEntity,"@init:EntityAIAvoidEntity:EntityCreature,Class,float,double,double","@init:EntityAIAvoidEntity:EntityCreature,Class,float,double,double",1,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/ai/EntityAINearestAttackableTarget.java,net.minecraft.entity.ai.EntityAINearestAttackableTarget,"@init:EntityAINearestAttackableTarget:EntityCreature,Class,int,boolean","@init:EntityAINearestAttackableTarget:EntityCreature,Class,int,boolean",1,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/ai/EntityAINearestAttackableTarget.java,net.minecraft.entity.ai.EntityAINearestAttackableTarget,"@init:EntityAINearestAttackableTarget:EntityCreature,Class,int,boolean,boolean","@init:EntityAINearestAttackableTarget:EntityCreature,Class,int,boolean,boolean",1,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/ai/EntityAINearestAttackableTarget.java,net.minecraft.entity.ai.EntityAINearestAttackableTarget,"@init:EntityAINearestAttackableTarget:EntityCreature,Class,int,boolean,boolean,final IEntitySelector","@init:EntityAINearestAttackableTarget:EntityCreature,Class,int,boolean,boolean,final IEntitySelector",1,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/ai/EntityAITargetNonTamed.java,net.minecraft.entity.ai.EntityAITargetNonTamed,"@init:EntityAITargetNonTamed:EntityTameable,Class,int,boolean","@init:EntityAITargetNonTamed:EntityTameable,Class,int,boolean",1,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/ai/EntityAITasks.java,net.minecraft.entity.ai.EntityAITasks,field_75782_a,taskEntries,@field,java.util.List,<net.minecraft.entity.ai.EntityAITasks.EntityAITaskEntry>,
net/minecraft/entity/ai/EntityAIWatchClosest.java,net.minecraft.entity.ai.EntityAIWatchClosest,"@init:EntityAIWatchClosest:EntityLiving,Class,float","@init:EntityAIWatchClosest:EntityLiving,Class,float",1,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/ai/EntityAIWatchClosest.java,net.minecraft.entity.ai.EntityAIWatchClosest,"@init:EntityAIWatchClosest:EntityLiving,Class,float,float","@init:EntityAIWatchClosest:EntityLiving,Class,float,float",1,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/ai/EntityAIWatchClosest2.java,net.minecraft.entity.ai.EntityAIWatchClosest2,"@init:EntityAIWatchClosest2:EntityLiving,Class,float,float","@init:EntityAIWatchClosest2:EntityLiving,Class,float,float",1,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/ai/EntitySenses.java,net.minecraft.entity.ai.EntitySenses,field_75524_b,seenEntities,@field,java.util.List,<net.minecraft.entity.Entity>,
net/minecraft/entity/ai/EntitySenses.java,net.minecraft.entity.ai.EntitySenses,field_75525_c,unseenEntities,@field,java.util.List,<net.minecraft.entity.Entity>,
net/minecraft/entity/DataWatcher.java,net.minecraft.entity.DataWatcher,func_75685_c:241,getAllWatched:241,@return,java.util.List,<net.minecraft.entity.DataWatcher.WatchableObject>,
net/minecraft/entity/DataWatcher.java,net.minecraft.entity.DataWatcher,func_75688_b:193,getChanged:193,@return,java.util.List,<net.minecraft.entity.DataWatcher.WatchableObject>,
net/minecraft/entity/DataWatcher.java,net.minecraft.entity.DataWatcher,func_151508_b:303,readWatchedListFromPacketBuffer:303,@return,java.util.List,<net.minecraft.entity.DataWatcher.WatchableObject>,
net/minecraft/entity/DataWatcher.java,net.minecraft.entity.DataWatcher,func_75687_a:352,updateWatchedObjectsFromList:352,0,java.util.List,<net.minecraft.entity.DataWatcher.WatchableObject>,
net/minecraft/entity/DataWatcher.java,net.minecraft.entity.DataWatcher,func_151507_a:177,writeWatchedListToPacketBuffer:177,0,java.util.List,<net.minecraft.entity.DataWatcher.WatchableObject>,
net/minecraft/entity/EntityList.java,net.minecraft.entity.EntityList,func_75614_a:118,addMapping:118,0,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/EntityList.java,net.minecraft.entity.EntityList,func_75618_a:94,addMapping:94,0,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/EntityList.java,net.minecraft.entity.EntityList,field_75626_c,classToStringMapping,@field,java.util.Map,"<Class<? extends net.minecraft.entity.Entity>, String>",
net/minecraft/entity/EntityList.java,net.minecraft.entity.EntityList,field_75627_a,entityEggs,@field,java.util.HashMap,"<Integer, net.minecraft.entity.EntityList.EntityEggInfo>",
net/minecraft/entity/EntityList.java,net.minecraft.entity.EntityList,func_151515_b:274,func_151515_b?:274,@return,java.util.Set,<String>,
net/minecraft/entity/EntityList.java,net.minecraft.entity.EntityList,func_90035_a:250,getClassFromID:250,@return,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/EntityList.java,net.minecraft.entity.EntityList,field_75623_d,IDtoClassMapping,@field,java.util.Map,"<Integer, Class<? extends net.minecraft.entity.Entity>>",
net/minecraft/entity/EntityList.java,net.minecraft.entity.EntityList,field_75625_b,stringToClassMapping,@field,java.util.Map,"<String, Class<? extends net.minecraft.entity.Entity>>",
net/minecraft/entity/EntityLiving.java,net.minecraft.entity.EntityLiving,func_70686_a:148,canAttackClass:148,0,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/EntityLivingBase.java,net.minecraft.entity.EntityLivingBase,func_70651_bq:674,getActivePotionEffects:674,@return,java.util.Collection,<net.minecraft.potion.PotionEffect>,
net/minecraft/entity/EntityTrackerEntry.java,net.minecraft.entity.EntityTrackerEntry,func_73125_b:473,sendEventsToPlayers:473,0,java.util.List,<net.minecraft.entity.player.EntityPlayer>,
net/minecraft/entity/EntityTrackerEntry.java,net.minecraft.entity.EntityTrackerEntry,func_73122_a:124,sendLocationToAllClients:124,0,java.util.List,<net.minecraft.entity.player.EntityPlayer>,
net/minecraft/entity/EntityTrackerEntry.java,net.minecraft.entity.EntityTrackerEntry,field_73134_o,trackingPlayers,@field,java.util.Set,<net.minecraft.entity.player.EntityPlayerMP>,
net/minecraft/entity/EnumCreatureType.java,net.minecraft.entity.EnumCreatureType,func_75598_a:38,getCreatureClass:38,@return,java.lang.Class,<? extends net.minecraft.entity.passive.IAnimals>,
net/minecraft/entity/monster/EntityIronGolem.java,net.minecraft.entity.monster.EntityIronGolem,func_70686_a:158,canAttackClass:158,0,java.lang.Class,<? extends net.minecraft.entity.Entity>,
net/minecraft/entity/passive/EntityVillager.java,net.minecraft.entity.passive.EntityVillager,field_70960_bC,blacksmithSellingList,@field,java.util.Map,"<net.minecraft.item.Item, net.minecraft.util.Tuple>",
net/minecraft/entity/passive/EntityVillager.java,net.minecraft.entity.passive.EntityVillager,field_70958_bB,villagersSellingList,@field,java.util.Map,"<net.minecraft.item.Item, net.minecraft.util.Tuple>",
net/minecraft/entity/player/EntityPlayerMP.java,net.minecraft.entity.player.EntityPlayerMP,field_71129_f,loadedChunks,@field,java.util.List,<net.minecraft.world.ChunkCoordIntPair>,
net/minecraft/entity/player/EntityPlayerMP.java,net.minecraft.entity.player.EntityPlayerMP,func_71110_a:848,sendContainerAndContentsToPlayer:848,1,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/entity/projectile/EntityFishHook.java,net.minecraft.entity.projectile.EntityFishHook,field_146036_f,field_146036_f?,@field,java.util.List,<net.minecraft.util.WeightedRandomFishable>,
net/minecraft/entity/projectile/EntityFishHook.java,net.minecraft.entity.projectile.EntityFishHook,field_146039_d,field_146039_d?,@field,java.util.List,<net.minecraft.util.WeightedRandomFishable>,
net/minecraft/entity/projectile/EntityFishHook.java,net.minecraft.entity.projectile.EntityFishHook,field_146041_e,field_146041_e?,@field,java.util.List,<net.minecraft.util.WeightedRandomFishable>,
net/minecraft/inventory/Container.java,net.minecraft.inventory.Container,field_75149_d,crafters,@field,java.util.List,<net.minecraft.inventory.ICrafting>,
net/minecraft/inventory/Container.java,net.minecraft.inventory.Container,func_94525_a:733,func_94525_a?:733,0,java.util.Set,<net.minecraft.inventory.Slot>,
net/minecraft/inventory/Container.java,net.minecraft.inventory.Container,func_75138_a:61,getInventory:61,@return,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/inventory/Container.java,net.minecraft.inventory.Container,field_75153_a,inventoryItemStacks,@field,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/inventory/Container.java,net.minecraft.inventory.Container,field_75151_b,inventorySlots,@field,java.util.List,<net.minecraft.inventory.Slot>,
net/minecraft/inventory/ICrafting.java,net.minecraft.inventory.ICrafting,func_71110_a:8,sendContainerAndContentsToPlayer:8,1,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/crafting/CraftingManager.java,net.minecraft.item.crafting.CraftingManager,func_77592_b:341,getRecipeList:341,@return,java.util.List,<net.minecraft.item.crafting.IRecipe>,
net/minecraft/item/crafting/FurnaceRecipes.java,net.minecraft.item.crafting.FurnaceRecipes,func_77599_b:110,getSmeltingList:110,@return,java.util.Map,"<net.minecraft.item.ItemStack, net.minecraft.item.ItemStack>",
net/minecraft/item/crafting/ShapelessRecipes.java,net.minecraft.item.crafting.ShapelessRecipes,"@init:ShapelessRecipes:ItemStack,List","@init:ShapelessRecipes:ItemStack,List",1,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/crafting/ShapelessRecipes.java,net.minecraft.item.crafting.ShapelessRecipes,field_77579_b,recipeItems,@field,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/Item.java,net.minecraft.item.Item,func_77624_a:740,addInformation:740,2,java.util.List,<String>,
net/minecraft/item/Item.java,net.minecraft.item.Item,getAttributeModifiers:895,getAttributeModifiers?:895,@return,com.google.common.collect.Multimap,"<String, net.minecraft.entity.ai.attributes.AttributeModifier>",
net/minecraft/item/Item.java,net.minecraft.item.Item,func_111205_h:871,getItemAttributeModifiers:871,@return,com.google.common.collect.Multimap,"<String, net.minecraft.entity.ai.attributes.AttributeModifier>",
net/minecraft/item/Item.java,net.minecraft.item.Item,func_150895_a:821,getSubItems:821,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/ItemAppleGold.java,net.minecraft.item.ItemAppleGold,func_150895_a:62,getSubItems:62,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/ItemBlock.java,net.minecraft.item.ItemBlock,func_150895_a:205,getSubItems:205,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/ItemCoal.java,net.minecraft.item.ItemCoal,func_150895_a:36,getSubItems:36,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/ItemDye.java,net.minecraft.item.ItemDye,func_150895_a:253,getSubItems:253,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/ItemEditableBook.java,net.minecraft.item.ItemEditableBook,func_77624_a:59,addInformation:59,2,java.util.List,<String>,
net/minecraft/item/ItemEnchantedBook.java,net.minecraft.item.ItemEnchantedBook,func_77624_a:51,addInformation:51,2,java.util.List,<String>,
net/minecraft/item/ItemEnchantedBook.java,net.minecraft.item.ItemEnchantedBook,func_92113_a:122,func_92113_a?:122,1,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/ItemFirework.java,net.minecraft.item.ItemFirework,func_77624_a:46,addInformation:46,2,java.util.List,<String>,
net/minecraft/item/ItemFireworkCharge.java,net.minecraft.item.ItemFireworkCharge,func_77624_a:104,addInformation:104,2,java.util.List,<String>,
net/minecraft/item/ItemFireworkCharge.java,net.minecraft.item.ItemFireworkCharge,func_150902_a:118,func_150902_a?:118,1,java.util.List,<String>,
net/minecraft/item/ItemFishFood.java,net.minecraft.item.ItemFishFood,func_150895_a:89,getSubItems:89,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/ItemHangingEntity.java,net.minecraft.item.ItemHangingEntity,@init:ItemHangingEntity:Class,@init:ItemHangingEntity:Class,0,java.lang.Class,<? extends net.minecraft.entity.EntityHanging>,
net/minecraft/item/ItemMap.java,net.minecraft.item.ItemMap,func_77624_a:296,addInformation:296,2,java.util.List,<String>,
net/minecraft/item/ItemMonsterPlacer.java,net.minecraft.item.ItemMonsterPlacer,func_150895_a:210,getSubItems:210,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/ItemPotion.java,net.minecraft.item.ItemPotion,func_77624_a:305,addInformation:305,2,java.util.List,<String>,
net/minecraft/item/ItemPotion.java,net.minecraft.item.ItemPotion,func_77832_l:57,getEffects:57,@return,java.util.List,<net.minecraft.potion.PotionEffect>,
net/minecraft/item/ItemPotion.java,net.minecraft.item.ItemPotion,func_77834_f:94,getEffects:94,@return,java.util.List,<net.minecraft.potion.PotionEffect>,
net/minecraft/item/ItemPotion.java,net.minecraft.item.ItemPotion,func_150895_a:410,getSubItems:410,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/ItemRecord.java,net.minecraft.item.ItemRecord,func_77624_a:71,addInformation:71,2,java.util.List,<String>,
net/minecraft/item/ItemSkull.java,net.minecraft.item.ItemSkull,func_150895_a:140,getSubItems:140,2,java.util.List,<net.minecraft.item.ItemStack>,
net/minecraft/item/ItemStack.java,net.minecraft.item.ItemStack,func_111283_C:852,getAttributeModifiers:852,@return,com.google.common.collect.Multimap,"<String, net.minecraft.entity.ai.attributes.AttributeModifier>",
net/minecraft/item/ItemStack.java,net.minecraft.item.ItemStack,func_82840_a:587,getTooltip:587,@return,java.util.List,<String>,
net/minecraft/item/ItemSword.java,net.minecraft.item.ItemSword,func_111205_h:137,getItemAttributeModifiers:137,@return,com.google.common.collect.Multimap,"<String, net.minecraft.entity.ai.attributes.AttributeModifier>",
net/minecraft/item/ItemTool.java,net.minecraft.item.ItemTool,"@init:ItemTool:float,Item.ToolMaterial,Set","@init:ItemTool:float,Item.ToolMaterial,Set",2,java.util.Set,<net.minecraft.block.Block>,
net/minecraft/item/ItemTool.java,net.minecraft.item.ItemTool,func_111205_h:117,getItemAttributeModifiers:117,@return,com.google.common.collect.Multimap,"<String, net.minecraft.entity.ai.attributes.AttributeModifier>",
net/minecraft/nbt/JsonToNBT.java,net.minecraft.nbt.JsonToNBT.Compound,field_150491_b,field_150491_b?,@field,java.util.ArrayList,<net.minecraft.nbt.JsonToNBT.Any>,
net/minecraft/nbt/JsonToNBT.java,net.minecraft.nbt.JsonToNBT.List,field_150492_b,field_150492_b?,@field,java.util.ArrayList,<net.minecraft.nbt.JsonToNBT.Any>,
net/minecraft/nbt/NBTTagCompound.java,net.minecraft.nbt.NBTTagCompound,func_150296_c:62,func_150296_c?:62,@return,java.util.Set,<String>,
net/minecraft/network/EnumConnectionState.java,net.minecraft.network.EnumConnectionState,func_150751_a:246,func_150751_a?:246,1,java.lang.Class,<? extends net.minecraft.network.Packet>,
net/minecraft/network/EnumConnectionState.java,net.minecraft.network.EnumConnectionState,func_150753_a:292,func_150753_a?:292,@return,com.google.common.collect.BiMap,"<Integer, Class<? extends net.minecraft.network.Packet>>",
net/minecraft/network/EnumConnectionState.java,net.minecraft.network.EnumConnectionState,func_150754_b:307,func_150754_b?:307,@return,com.google.common.collect.BiMap,"<Integer, Class<? extends net.minecraft.network.Packet>>",
net/minecraft/network/EnumConnectionState.java,net.minecraft.network.EnumConnectionState,func_150755_b:297,func_150755_b?:297,@return,com.google.common.collect.BiMap,"<Integer, Class<? extends net.minecraft.network.Packet>>",
net/minecraft/network/EnumConnectionState.java,net.minecraft.network.EnumConnectionState,func_150756_b:269,func_150756_b?:269,1,java.lang.Class,<? extends net.minecraft.network.Packet>,
net/minecraft/network/EnumConnectionState.java,net.minecraft.network.EnumConnectionState,func_150757_a:302,func_150757_a?:302,@return,com.google.common.collect.BiMap,"<Integer, Class<? extends net.minecraft.network.Packet>>",
net/minecraft/network/NetHandlerPlayServer.java,net.minecraft.network.NetHandlerPlayServer.Anonymous-29284556-fc68-41f2-a275-e3b9e698eae3,operationComplete:188,operationComplete?:188,0,io.netty.util.concurrent.Future,,generic
net/minecraft/network/NettyEncryptingDecoder.java,net.minecraft.network.NettyEncryptingDecoder,decode:20,decode?:20,2,java.util.List,,"netty api, has a bridge method that conflicts"
net/minecraft/network/NettyEncryptingDecoder.java,net.minecraft.network.NettyEncryptingDecoder,decode:25,decode?:25,2,java.util.List,,"netty api, has a bridge method that conflicts"
net/minecraft/network/NetworkManager.java,net.minecraft.network.NetworkManager,field_150739_c,attrKeyConnectionState,@field,io.netty.util.AttributeKey,<net.minecraft.network.EnumConnectionState>,
net/minecraft/network/NetworkManager.java,net.minecraft.network.NetworkManager,field_150736_d,attrKeyReceivable,@field,io.netty.util.AttributeKey,"<com.google.common.collect.BiMap<Integer, Class<? extends net.minecraft.network.Packet>>>",
net/minecraft/network/NetworkManager.java,net.minecraft.network.NetworkManager,field_150737_e,attrKeySendable,@field,io.netty.util.AttributeKey,"<com.google.common.collect.BiMap<Integer, Class<? extends net.minecraft.network.Packet>>>",
net/minecraft/network/NetworkSystem.java,net.minecraft.network.NetworkSystem.Anonymous-306af63d-3ca3-47c8-9929-af4d13ea42c9,operationComplete:206,operationComplete?:206,0,io.netty.util.concurrent.Future,,generic
net/minecraft/network/Packet.java,net.minecraft.network.Packet,func_148839_a:17,generatePacket:17,0,com.google.common.collect.BiMap,"<Integer, Class<? extends net.minecraft.network.Packet>>",
net/minecraft/network/play/server/S0CPacketSpawnPlayer.java,net.minecraft.network.play.server.S0CPacketSpawnPlayer,func_148944_c:116,func_148944_c?:116,@return,java.util.List,<net.minecraft.entity.DataWatcher.WatchableObject>,
net/minecraft/network/play/server/S0FPacketSpawnMob.java,net.minecraft.network.play.server.S0FPacketSpawnMob,func_149027_c:133,func_149027_c?:133,@return,java.util.List,<net.minecraft.entity.DataWatcher.WatchableObject>,
net/minecraft/network/play/server/S1CPacketEntityMetadata.java,net.minecraft.network.play.server.S1CPacketEntityMetadata,func_149376_c:70,func_149376_c?:70,@return,java.util.List,<net.minecraft.entity.DataWatcher.WatchableObject>,
